ASV	QIIME_Taxon_Normalized	QIIME_Confidence	QIIME_Taxon_Original	QIIME_Kingdom	QIIME_Phylum	QIIME_Class	QIIME_Order	QIIME_Family	QIIME_Genus	QIIME_Species	BLAST_Top1_Accession	BLAST_Top1_TaxID	BLAST_Top1_Evalue	BLAST_Top1_Bitscore	BLAST_Top1_Pident	BLAST_Top1_Qcovus	BLAST_Top1_AlignmentLength	BLAST_AmbiguousTopHit	BLAST_SelectionStatus	BLAST_Top1_Kingdom	BLAST_Top1_Phylum	BLAST_Top1_Class	BLAST_Top1_Order	BLAST_Top1_Family	BLAST_Top1_Genus	BLAST_Top1_Species	BLAST_Top2_Accession	BLAST_Top2_Species	BLAST_Top2_Evalue	BLAST_Top2_Bitscore	BLAST_Top2_Pident	BLAST_Top2_Qcovus	BLAST_Top2_AlignmentLength	QIIME_ConfidenceNumeric	QIIME_GenusResolved	QIIME_SpeciesResolved	Reconcile_Mode	Species_Min_Pident	Species_Min_Qcovus	Species_Max_Evalue	BLAST_CutoffPass	BLAST_GenusMatch	Final_Kingdom	Final_Phylum	Final_Class	Final_Order	Final_Family	Final_Genus	Final_Species	Final_Taxon	Replacement_Status	Replacement_Reason
b8a24610670d3ac10f0d3befe6902222	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Phanerochaetaceae; g__Phanerochaete; s__Phanerochaete_cumulodentata	0.989465155750665	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Phanerochaete;s__Phanerochaete_cumulodentata;sh__SH1412803.10FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete_cumulodentata																								0.989465155750665	True	True	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete_cumulodentata	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Phanerochaetaceae; g__Phanerochaete; s__Phanerochaete_cumulodentata	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
f0547560c210f8f296ce2aa804c875d4	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meruliaceae; g__Mycoaciella; s__Mycoaciella_efibulata	0.9999905638992294	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Mycoaciella;s__Mycoaciella_efibulata;sh__SH1236382.10FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Mycoaciella	Mycoaciella_efibulata																								0.9999905638992294	True	True	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Mycoaciella	Mycoaciella_efibulata	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meruliaceae; g__Mycoaciella; s__Mycoaciella_efibulata	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
026c5263ced8f41669b14f7ee3ab05a6	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Ophiosphaerella; s__Ophiosphaerella_chiangraiensis	0.9989735159461679	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Ophiosphaerella;s__Ophiosphaerella_chiangraiensis;sh__SH1346430.10FU	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ophiosphaerella	Ophiosphaerella_chiangraiensis																								0.9989735159461679	True	True	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ophiosphaerella	Ophiosphaerella_chiangraiensis	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Ophiosphaerella; s__Ophiosphaerella_chiangraiensis	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
cc6d7b7ac9f42ac1add61a4e92cca4d0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Trechisporales_o; g__Trechisporales_o; s__Trechisporales_o	0.9749285524885384	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Trechisporales_fam_Incertae_sedis;g__Trechisporales_gen_Incertae_sedis;s__Trechisporales_sp;sh__SH1293772.10FU	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Trechisporales_o	Trechisporales_o	Trechisporales_o																								0.9749285524885384	False	False	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Trechisporales_o	Trechisporales_o	Trechisporales_o	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Trechisporales_o; g__Trechisporales_o; s__Trechisporales_o	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
dc65b17281e536dc27c59066ed5cb2b8	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophoraceae_f; s__Peniophoraceae_f	0.9995902717118419	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophoraceae_gen_Incertae_sedis;s__Peniophoraceae_sp;sh__SH1054279.10FU	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophoraceae_f	Peniophoraceae_f																								0.9995902717118419	False	False	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophoraceae_f	Peniophoraceae_f	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophoraceae_f; s__Peniophoraceae_f	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
19e8704f50ae86ef8705db9c3141d9da	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Hyphodermataceae; g__Hyphoderma; s__Hyphoderma_setigerum	0.9999999999930935	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Hyphodermataceae;g__Hyphoderma;s__Hyphoderma_setigerum;sh__SH1251710.10FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	Hyphoderma_setigerum																								0.9999999999930935	True	True	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	Hyphoderma_setigerum	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Hyphodermataceae; g__Hyphoderma; s__Hyphoderma_setigerum	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
af27df91c11b097ab5c3f306fe0f535d	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stereaceae; g__Stereaceae_f; s__Stereaceae_f	0.9999998640356389	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Stereaceae_gen_Incertae_sedis;s__Stereaceae_sp;sh__SH1075157.10FU	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereaceae_f	Stereaceae_f																								0.9999998640356389	False	False	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereaceae_f	Stereaceae_f	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stereaceae; g__Stereaceae_f; s__Stereaceae_f	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
1a08b9d790491512c9b5ccdbebb31c4d	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Polyporales_o; g__Polyporales_o; s__Polyporales_o	0.9055371340799898	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporales_fam_Incertae_sedis;g__Polyporales_gen_Incertae_sedis;s__Polyporales_sp;sh__SH1290599.10FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_o	Polyporales_o	Polyporales_o																								0.9055371340799898	False	False	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_o	Polyporales_o	Polyporales_o	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Polyporales_o; g__Polyporales_o; s__Polyporales_o	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
0e5c75d336000a526d2c07363fd305d0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophoraceae_f; s__Peniophoraceae_f	0.9999834061569477	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophoraceae_gen_Incertae_sedis;s__Peniophoraceae_sp;sh__SH1054279.10FU	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophoraceae_f	Peniophoraceae_f																								0.9999834061569477	False	False	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophoraceae_f	Peniophoraceae_f	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophoraceae_f; s__Peniophoraceae_f	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
d00e6d83defe1a30a8b325b1610196d3	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Clitopilus; s__Clitopilus_baronii	0.7749520936435265	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Clitopilus;s__Clitopilus_baronii;sh__SH1217598.10FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus_baronii																								0.7749520936435265	True	True	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus_baronii	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Clitopilus; s__Clitopilus_baronii	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
7b0c2826eb7474c7abe104a585597010	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Gnomoniaceae; g__Ophiognomonia; s__Ophiognomonia_g	0.9413989116858618	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Gnomoniaceae;g__Ophiognomonia	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	Ophiognomonia_g	NR_119677	1150118	1.48e-75	279.0	99.363	99	157	True	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	Ophiognomonia_pseudoischnostyla	NR_120057	Ophiognomonia_asiatica	1.48e-75	279.0	99.363	99	157	0.9413989116858618	True	False	species_missing_top1_rescue	99.0	99.0	1e-10	True	True	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	Ophiognomonia_pseudoischnostyla	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Gnomoniaceae; g__Ophiognomonia; s__Ophiognomonia_pseudoischnostyla	blast_top1_species_rescued_ambiguous_missing_qiime_species	QIIME/UNITE species was missing or placeholder-like and BLAST top1 species passed cutoffs; top1 was used despite ambiguous top-hit conflict.
168e27f59b5437d613141aaa2f916072	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Dipodascaceae; g__Dipodascaceae_f; s__Dipodascaceae_f	0.9844214551217718	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Dipodascaceae_gen_Incertae_sedis;s__Dipodascaceae_sp;sh__SH1212575.10FU	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Dipodascaceae_f	Dipodascaceae_f																								0.9844214551217718	False	False	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Dipodascaceae_f	Dipodascaceae_f	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Dipodascaceae; g__Dipodascaceae_f; s__Dipodascaceae_f	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
bb441be8bdf01e38ec90a625715d3f96	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Phanerochaetaceae; g__Phlebiopsis; s__Phlebiopsis_gigantea	0.8146908422343184	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Phlebiopsis;s__Phlebiopsis_gigantea;sh__SH1412890.10FU	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phlebiopsis	Phlebiopsis_gigantea	NR_175192	2908110	2.09e-100	361.0	99.024	100	205	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phlebiopsis	Phlebiopsis_odontoidea								0.8146908422343184	True	True	species_missing_top1_rescue	99.0	99.0	1e-10	True	True	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phlebiopsis	Phlebiopsis_gigantea	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Phanerochaetaceae; g__Phlebiopsis; s__Phlebiopsis_gigantea	qiime_retained_resolved_species	QIIME/UNITE already had a resolved species-level assignment; BLAST did not overwrite it in species_missing_top1_rescue mode.
06170a68f344fc34f5fbbd044733994e	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Schizoporaceae; g__Xylodon; s__Xylodon_flaviporus	0.9907673381818378	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon;s__Xylodon_flaviporus;sh__SH1386323.10FU	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_flaviporus																								0.9907673381818378	True	True	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_flaviporus	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Schizoporaceae; g__Xylodon; s__Xylodon_flaviporus	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
82a2523cca06ea4da6692908c23a4d60	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__Ceratobasidium; s__Ceratobasidium_g	0.9759885456663373	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium_sp;sh__SH1366566.10FU	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium_g																								0.9759885456663373	True	False	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium_g	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__Ceratobasidium; s__Ceratobasidium_g	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
ed1c2120a1da64cd9a0b5ea27488f1cd	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Paraphoma; s__Paraphoma_g	0.7824991872972642	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma;s__Paraphoma_sp	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_g	NR_154344	2024343	2.15e-66	249.0	99.286	100	140	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_pye								0.7824991872972642	True	False	species_missing_top1_rescue	99.0	99.0	1e-10	True	True	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_pye	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Paraphoma; s__Paraphoma_pye	blast_top1_species_rescued_missing_qiime_species	QIIME/UNITE species was missing or placeholder-like and BLAST top1 species passed high-confidence cutoffs.
4a9eebc6771e1b0950879ee3dd5c5c70	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Saccotheciaceae; g__Aureobasidium; s__Aureobasidium_pullulans	0.9996521610201857	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__Aureobasidium_pullulans;sh__SH1290132.10FU	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_pullulans																								0.9996521610201857	True	True	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_pullulans	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Saccotheciaceae; g__Aureobasidium; s__Aureobasidium_pullulans	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
d77de9b0c238f001eff17e8590bee7f3	k__Fungi; p__Fungi_k; c__Fungi_k; o__Fungi_k; f__Fungi_k; g__Fungi_k; s__Fungi_k	0.999999999999999	k__Fungi	Fungi	Fungi_k	Fungi_k	Fungi_k	Fungi_k	Fungi_k	Fungi_k																								0.999999999999999	False	False	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Fungi_k	Fungi_k	Fungi_k	Fungi_k	Fungi_k	Fungi_k	k__Fungi; p__Fungi_k; c__Fungi_k; o__Fungi_k; f__Fungi_k; g__Fungi_k; s__Fungi_k	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
dcc55e98f520f9d97db040a6f18089ed	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Mycosphaerellaceae; g__Ramularia; s__Ramularia_g	0.9956637569801152	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Ramularia	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Ramularia_g	NR_145121	445188	4.23e-69	257.0	100.0	100	142	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Ramularia_eucalypti	NR_154912	Ramularia_plurivora	1.8e-67	252.0	99.296	100	142	0.9956637569801152	True	False	species_missing_top1_rescue	99.0	99.0	1e-10	True	True	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Ramularia_eucalypti	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Mycosphaerellaceae; g__Ramularia; s__Ramularia_eucalypti	blast_top1_species_rescued_missing_qiime_species	QIIME/UNITE species was missing or placeholder-like and BLAST top1 species passed high-confidence cutoffs.
ce09f92e8ab71b4062be2fcbf797fc29	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Leptosilliaceae; g__Leptosillia; s__Leptosillia_g	0.8822784358473399	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Leptosilliaceae;g__Leptosillia;s__Leptosillia_sp;sh__SH1055465.10FU	Fungi	Ascomycota	Sordariomycetes	Xylariales	Leptosilliaceae	Leptosillia	Leptosillia_g																								0.8822784358473399	True	False	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Ascomycota	Sordariomycetes	Xylariales	Leptosilliaceae	Leptosillia	Leptosillia_g	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Leptosilliaceae; g__Leptosillia; s__Leptosillia_g	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
64ff5d05e3dad56364385a586b8236d4	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_kudriavzevii	0.9160739123418813	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Pichiaceae;g__Pichia;s__Pichia_kudriavzevii;sh__SH1293245.10FU	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kudriavzevii	NR_131315	4909	2.38e-79	291.0	100.0	100	161	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Pichia	Pichia_kudriavzevii								0.9160739123418813	True	True	species_missing_top1_rescue	99.0	99.0	1e-10	True	True	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kudriavzevii	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_kudriavzevii	qiime_retained_resolved_species	QIIME/UNITE already had a resolved species-level assignment; BLAST did not overwrite it in species_missing_top1_rescue mode.
a8471a97a89292ee71b9e346420d69e1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_g	0.9999837748718365	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_g	NR_136120	1579462	4.2e-76	281.0	99.367	100	158	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_iridiaustralis	NR_137143	Alternaria_destruens	4.2e-76	281.0	99.367	100	158	0.9999837748718365	True	False	species_missing_top1_rescue	99.0	99.0	1e-10	True	True	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_iridiaustralis	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_iridiaustralis	blast_top1_species_rescued_ambiguous_missing_qiime_species	QIIME/UNITE species was missing or placeholder-like and BLAST top1 species passed cutoffs; top1 was used despite ambiguous top-hit conflict.
387de4923eb7c1950b022e185327224b	k__Fungi; p__Ascomycota; c__Ascomycota_p; o__Ascomycota_p; f__Ascomycota_p; g__Ascomycota_p; s__Ascomycota_p	0.9992300428677721	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH1190287.10FU	Fungi	Ascomycota	Ascomycota_p	Ascomycota_p	Ascomycota_p	Ascomycota_p	Ascomycota_p																								0.9992300428677721	False	False	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Ascomycota	Ascomycota_p	Ascomycota_p	Ascomycota_p	Ascomycota_p	Ascomycota_p	k__Fungi; p__Ascomycota; c__Ascomycota_p; o__Ascomycota_p; f__Ascomycota_p; g__Ascomycota_p; s__Ascomycota_p	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
36461ec46bb917ed47cd574fbefddef4	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Neodevriesiaceae; g__Neodevriesiaceae_f; s__Neodevriesiaceae_f	0.8036839862179773	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Neodevriesiaceae	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Neodevriesiaceae	Neodevriesiaceae_f	Neodevriesiaceae_f																								0.8036839862179773	False	False	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Neodevriesiaceae	Neodevriesiaceae_f	Neodevriesiaceae_f	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Neodevriesiaceae; g__Neodevriesiaceae_f; s__Neodevriesiaceae_f	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
aad545465f7a3c7d608c87b57b176a31	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Schizoporaceae; g__Xylodon; s__Xylodon_flaviporus	0.9859852456930586	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon;s__Xylodon_flaviporus;sh__SH1386323.10FU	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_flaviporus																								0.9859852456930586	True	True	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_flaviporus	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Schizoporaceae; g__Xylodon; s__Xylodon_flaviporus	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
6ab43771f8d50d4e9268e3421e3e927f	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Schizophyllaceae; g__Schizophyllum; s__Schizophyllum_commune	0.9810006060105754	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum;s__Schizophyllum_commune;sh__SH1149944.10FU	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum_commune																								0.9810006060105754	True	True	species_missing_top1_rescue	99.0	99.0	1e-10	False	False	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum_commune	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Schizophyllaceae; g__Schizophyllum; s__Schizophyllum_commune	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
6a0e3aee96bfc2772cd53575935a9820	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_g	0.9999971630095169	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_g	NR_137143	230003	9.88e-78	286.0	100.0	100	158	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_destruens	NR_158361	Alternaria_doliconidium	9.88e-78	286.0	100.0	100	158	0.9999971630095169	True	False	species_missing_top1_rescue	99.0	99.0	1e-10	True	True	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_destruens	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__Alternaria_destruens	blast_top1_species_rescued_ambiguous_missing_qiime_species	QIIME/UNITE species was missing or placeholder-like and BLAST top1 species passed cutoffs; top1 was used despite ambiguous top-hit conflict.
